hazard_threshold,hazard_detection_recall,hazard_detection_macro_recall,minimum_hazard_class_recall,background_rejection_rate,background_false_alert_rate,speech_rejection_rate,cascade_hazard_exact_accuracy,cascade_hazard_exact_macro_recall,cascade_overall_accuracy
0.85,0.3901098901098901,0.3614814814814815,0.25,0.8833333333333333,0.11666666666666667,1.0,0.37362637362637363,0.3464814814814815,0.5761589403973509
0.855,0.36813186813186816,0.34444444444444444,0.25,0.8833333333333333,0.11666666666666667,1.0,0.3516483516483517,0.3294444444444445,0.5629139072847682
0.86,0.3516483516483517,0.3307407407407407,0.2,0.8833333333333333,0.11666666666666667,1.0,0.33516483516483514,0.31574074074074077,0.5529801324503312
0.865,0.34615384615384615,0.327037037037037,0.2,0.8833333333333333,0.11666666666666667,1.0,0.32967032967032966,0.31203703703703706,0.5496688741721855
0.87,0.34065934065934067,0.3233333333333333,0.2,0.8833333333333333,0.11666666666666667,1.0,0.3241758241758242,0.30833333333333335,0.5463576158940397
0.875,0.32967032967032966,0.3166666666666666,0.2,0.8833333333333333,0.11666666666666667,1.0,0.3131868131868132,0.30166666666666664,0.5397350993377483
0.88,0.3021978021978022,0.2912962962962963,0.175,0.8833333333333333,0.11666666666666667,1.0,0.2857142857142857,0.2762962962962963,0.5231788079470199
0.885,0.29120879120879123,0.2846296296296296,0.175,0.8833333333333333,0.11666666666666667,1.0,0.27472527472527475,0.2696296296296296,0.5165562913907285
0.89,0.2802197802197802,0.2762962962962963,0.15,0.8833333333333333,0.11666666666666667,1.0,0.2692307692307692,0.2662962962962963,0.5132450331125827
0.895,0.27472527472527475,0.27296296296296296,0.15,0.8916666666666667,0.10833333333333334,1.0,0.26373626373626374,0.26296296296296295,0.5132450331125827
0.9,0.25274725274725274,0.25888888888888884,0.15,0.8916666666666667,0.10833333333333334,1.0,0.24175824175824176,0.24888888888888888,0.5
0.905,0.25274725274725274,0.25888888888888884,0.15,0.8916666666666667,0.10833333333333334,1.0,0.24175824175824176,0.24888888888888888,0.5
0.91,0.22527472527472528,0.21981481481481482,0.125,0.8916666666666667,0.10833333333333334,1.0,0.21428571428571427,0.20981481481481482,0.48344370860927155
